dim_AD_UNIT,dim_APP,dim_COUNTRY,dim_DATE,dim_PLATFORM,met_AD_REQUESTS,met_CLICKS,met_ESTIMATED_EARNINGS,met_IMPRESSIONS,met_MATCHED_REQUESTS
ca-app-pub-7891478850122465/1859860932,ca-app-pub-7891478850122465~6704621236,AE,20260420,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/6565020438,ca-app-pub-7891478850122465~6704621236,AE,20260420,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/6721664164,ca-app-pub-7891478850122465~6704621236,AE,20260420,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/8171033829,ca-app-pub-7891478850122465~6704621236,AE,20260420,iOS,3,1,36917,3,3
ca-app-pub-7891478850122465/1859860932,ca-app-pub-7891478850122465~6704621236,BR,20260420,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/6565020438,ca-app-pub-7891478850122465~6704621236,BR,20260420,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/6721664164,ca-app-pub-7891478850122465~6704621236,BR,20260420,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/1859860932,ca-app-pub-7891478850122465~6704621236,CA,20260420,iOS,3,0,0,0,3
ca-app-pub-7891478850122465/6565020438,ca-app-pub-7891478850122465~6704621236,CA,20260420,iOS,4,0,43128,1,4
ca-app-pub-7891478850122465/6721664164,ca-app-pub-7891478850122465~6704621236,CA,20260420,iOS,3,0,0,0,3
ca-app-pub-7891478850122465/8171033829,ca-app-pub-7891478850122465~6704621236,CA,20260420,iOS,4,0,8383,4,4
ca-app-pub-7891478850122465/1859860932,ca-app-pub-7891478850122465~6704621236,CI,20260420,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/6565020438,ca-app-pub-7891478850122465~6704621236,CI,20260420,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/6721664164,ca-app-pub-7891478850122465~6704621236,CI,20260420,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/8171033829,ca-app-pub-7891478850122465~6704621236,CI,20260420,iOS,2,0,4839,2,2
ca-app-pub-7891478850122465/1859860932,ca-app-pub-7891478850122465~6704621236,CM,20260420,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/6565020438,ca-app-pub-7891478850122465~6704621236,CM,20260420,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/6721664164,ca-app-pub-7891478850122465~6704621236,CM,20260420,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/1859860932,ca-app-pub-7891478850122465~6704621236,CN,20260420,iOS,3,0,0,0,3
ca-app-pub-7891478850122465/6565020438,ca-app-pub-7891478850122465~6704621236,CN,20260420,iOS,3,0,0,0,3
ca-app-pub-7891478850122465/6721664164,ca-app-pub-7891478850122465~6704621236,CN,20260420,iOS,3,0,0,0,3
ca-app-pub-7891478850122465/8171033829,ca-app-pub-7891478850122465~6704621236,CN,20260420,iOS,1,0,1027,1,1
ca-app-pub-7891478850122465/1859860932,ca-app-pub-7891478850122465~6704621236,ES,20260420,iOS,2,0,0,0,2
ca-app-pub-7891478850122465/6565020438,ca-app-pub-7891478850122465~6704621236,ES,20260420,iOS,2,0,0,0,2
ca-app-pub-7891478850122465/6721664164,ca-app-pub-7891478850122465~6704621236,ES,20260420,iOS,2,0,0,0,2
ca-app-pub-7891478850122465/1859860932,ca-app-pub-7891478850122465~6704621236,FI,20260420,iOS,3,0,0,0,3
ca-app-pub-7891478850122465/6565020438,ca-app-pub-7891478850122465~6704621236,FI,20260420,iOS,3,0,0,0,3
ca-app-pub-7891478850122465/6721664164,ca-app-pub-7891478850122465~6704621236,FI,20260420,iOS,3,0,0,0,3
ca-app-pub-7891478850122465/1859860932,ca-app-pub-7891478850122465~6704621236,GB,20260420,iOS,4,0,0,0,4
ca-app-pub-7891478850122465/6565020438,ca-app-pub-7891478850122465~6704621236,GB,20260420,iOS,4,0,0,0,4
ca-app-pub-7891478850122465/6721664164,ca-app-pub-7891478850122465~6704621236,GB,20260420,iOS,4,0,0,0,4
ca-app-pub-7891478850122465/1859860932,ca-app-pub-7891478850122465~6704621236,IN,20260420,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/6565020438,ca-app-pub-7891478850122465~6704621236,IN,20260420,iOS,2,0,1464,1,2
ca-app-pub-7891478850122465/6721664164,ca-app-pub-7891478850122465~6704621236,IN,20260420,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/8171033829,ca-app-pub-7891478850122465~6704621236,IN,20260420,iOS,3,0,358,3,3
ca-app-pub-7891478850122465/1859860932,ca-app-pub-7891478850122465~6704621236,IQ,20260420,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/6565020438,ca-app-pub-7891478850122465~6704621236,IQ,20260420,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/6721664164,ca-app-pub-7891478850122465~6704621236,IQ,20260420,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/1859860932,ca-app-pub-7891478850122465~6704621236,IT,20260420,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/6565020438,ca-app-pub-7891478850122465~6704621236,IT,20260420,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/6721664164,ca-app-pub-7891478850122465~6704621236,IT,20260420,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/1859860932,ca-app-pub-7891478850122465~6704621236,KR,20260420,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/6565020438,ca-app-pub-7891478850122465~6704621236,KR,20260420,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/6721664164,ca-app-pub-7891478850122465~6704621236,KR,20260420,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/1859860932,ca-app-pub-7891478850122465~6704621236,KZ,20260420,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/6565020438,ca-app-pub-7891478850122465~6704621236,KZ,20260420,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/6721664164,ca-app-pub-7891478850122465~6704621236,KZ,20260420,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/1859860932,ca-app-pub-7891478850122465~6704621236,MX,20260420,iOS,2,0,0,0,2
ca-app-pub-7891478850122465/6565020438,ca-app-pub-7891478850122465~6704621236,MX,20260420,iOS,5,0,10908,3,5
ca-app-pub-7891478850122465/6721664164,ca-app-pub-7891478850122465~6704621236,MX,20260420,iOS,2,0,0,0,2
ca-app-pub-7891478850122465/8171033829,ca-app-pub-7891478850122465~6704621236,MX,20260420,iOS,6,2,8970,6,6
ca-app-pub-7891478850122465/1859860932,ca-app-pub-7891478850122465~6704621236,NA,20260420,iOS,2,0,0,0,2
ca-app-pub-7891478850122465/6565020438,ca-app-pub-7891478850122465~6704621236,NA,20260420,iOS,2,0,0,0,2
ca-app-pub-7891478850122465/6721664164,ca-app-pub-7891478850122465~6704621236,NA,20260420,iOS,2,0,0,0,2
ca-app-pub-7891478850122465/1859860932,ca-app-pub-7891478850122465~6704621236,NG,20260420,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/3192641239,ca-app-pub-7891478850122465~6704621236,NG,20260420,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/6565020438,ca-app-pub-7891478850122465~6704621236,NG,20260420,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/6721664164,ca-app-pub-7891478850122465~6704621236,NG,20260420,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/8171033829,ca-app-pub-7891478850122465~6704621236,NG,20260420,iOS,1,0,3843,1,1
ca-app-pub-7891478850122465/1859860932,ca-app-pub-7891478850122465~6704621236,NL,20260420,iOS,3,0,0,0,3
ca-app-pub-7891478850122465/6565020438,ca-app-pub-7891478850122465~6704621236,NL,20260420,iOS,3,0,0,0,3
ca-app-pub-7891478850122465/6721664164,ca-app-pub-7891478850122465~6704621236,NL,20260420,iOS,3,0,0,0,3
ca-app-pub-7891478850122465/1859860932,ca-app-pub-7891478850122465~6704621236,PR,20260420,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/6565020438,ca-app-pub-7891478850122465~6704621236,PR,20260420,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/6721664164,ca-app-pub-7891478850122465~6704621236,PR,20260420,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/8171033829,ca-app-pub-7891478850122465~6704621236,PR,20260420,iOS,2,0,520,2,2
ca-app-pub-7891478850122465/1859860932,ca-app-pub-7891478850122465~6704621236,RW,20260420,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/6565020438,ca-app-pub-7891478850122465~6704621236,RW,20260420,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/6721664164,ca-app-pub-7891478850122465~6704621236,RW,20260420,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/8171033829,ca-app-pub-7891478850122465~6704621236,RW,20260420,iOS,4,0,1632,4,4
ca-app-pub-7891478850122465/1859860932,ca-app-pub-7891478850122465~6704621236,SA,20260420,iOS,3,0,0,0,3
ca-app-pub-7891478850122465/6565020438,ca-app-pub-7891478850122465~6704621236,SA,20260420,iOS,4,0,14992,1,4
ca-app-pub-7891478850122465/6721664164,ca-app-pub-7891478850122465~6704621236,SA,20260420,iOS,3,0,0,0,3
ca-app-pub-7891478850122465/8171033829,ca-app-pub-7891478850122465~6704621236,SA,20260420,iOS,5,1,3339,4,5
ca-app-pub-7891478850122465/1859860932,ca-app-pub-7891478850122465~6704621236,SG,20260420,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/6565020438,ca-app-pub-7891478850122465~6704621236,SG,20260420,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/6721664164,ca-app-pub-7891478850122465~6704621236,SG,20260420,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/1859860932,ca-app-pub-7891478850122465~6704621236,SL,20260420,iOS,2,0,0,0,2
ca-app-pub-7891478850122465/6565020438,ca-app-pub-7891478850122465~6704621236,SL,20260420,iOS,2,0,0,0,2
ca-app-pub-7891478850122465/6721664164,ca-app-pub-7891478850122465~6704621236,SL,20260420,iOS,2,0,0,0,2
ca-app-pub-7891478850122465/1859860932,ca-app-pub-7891478850122465~6704621236,TR,20260420,iOS,4,0,0,0,4
ca-app-pub-7891478850122465/6565020438,ca-app-pub-7891478850122465~6704621236,TR,20260420,iOS,4,0,0,0,4
ca-app-pub-7891478850122465/6721664164,ca-app-pub-7891478850122465~6704621236,TR,20260420,iOS,4,0,0,0,4
ca-app-pub-7891478850122465/8171033829,ca-app-pub-7891478850122465~6704621236,TR,20260420,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/1859860932,ca-app-pub-7891478850122465~6704621236,US,20260420,iOS,71,0,0,0,71
ca-app-pub-7891478850122465/6565020438,ca-app-pub-7891478850122465~6704621236,US,20260420,iOS,74,0,0,0,74
ca-app-pub-7891478850122465/6721664164,ca-app-pub-7891478850122465~6704621236,US,20260420,iOS,71,0,0,0,71
ca-app-pub-7891478850122465/8171033829,ca-app-pub-7891478850122465~6704621236,US,20260420,iOS,8,0,20684,6,8
ca-app-pub-7891478850122465/1859860932,ca-app-pub-7891478850122465~6704621236,ZA,20260420,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/6565020438,ca-app-pub-7891478850122465~6704621236,ZA,20260420,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/6721664164,ca-app-pub-7891478850122465~6704621236,ZA,20260420,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/8171033829,ca-app-pub-7891478850122465~6704621236,ZA,20260420,iOS,1,0,639,1,1
ca-app-pub-7891478850122465/1859860932,ca-app-pub-7891478850122465~6704621236,BA,20260421,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/6565020438,ca-app-pub-7891478850122465~6704621236,BA,20260421,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/6721664164,ca-app-pub-7891478850122465~6704621236,BA,20260421,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/1859860932,ca-app-pub-7891478850122465~6704621236,BR,20260421,iOS,5,0,0,0,5
ca-app-pub-7891478850122465/6565020438,ca-app-pub-7891478850122465~6704621236,BR,20260421,iOS,5,0,0,0,5
ca-app-pub-7891478850122465/6721664164,ca-app-pub-7891478850122465~6704621236,BR,20260421,iOS,5,0,0,0,5
ca-app-pub-7891478850122465/8171033829,ca-app-pub-7891478850122465~6704621236,BR,20260421,iOS,19,1,16924,19,19
ca-app-pub-7891478850122465/1859860932,ca-app-pub-7891478850122465~6704621236,CA,20260421,iOS,3,0,0,0,3
ca-app-pub-7891478850122465/6565020438,ca-app-pub-7891478850122465~6704621236,CA,20260421,iOS,7,1,74188,4,7
ca-app-pub-7891478850122465/6721664164,ca-app-pub-7891478850122465~6704621236,CA,20260421,iOS,3,0,0,0,3
ca-app-pub-7891478850122465/8171033829,ca-app-pub-7891478850122465~6704621236,CA,20260421,iOS,10,0,14699,10,10
ca-app-pub-7891478850122465/1859860932,ca-app-pub-7891478850122465~6704621236,CI,20260421,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/6565020438,ca-app-pub-7891478850122465~6704621236,CI,20260421,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/6721664164,ca-app-pub-7891478850122465~6704621236,CI,20260421,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/8171033829,ca-app-pub-7891478850122465~6704621236,CI,20260421,iOS,1,0,346,1,1
ca-app-pub-7891478850122465/1859860932,ca-app-pub-7891478850122465~6704621236,DE,20260421,iOS,11,0,0,0,11
ca-app-pub-7891478850122465/6565020438,ca-app-pub-7891478850122465~6704621236,DE,20260421,iOS,11,0,0,0,11
ca-app-pub-7891478850122465/6721664164,ca-app-pub-7891478850122465~6704621236,DE,20260421,iOS,11,0,0,0,11
ca-app-pub-7891478850122465/1859860932,ca-app-pub-7891478850122465~6704621236,DO,20260421,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/6565020438,ca-app-pub-7891478850122465~6704621236,DO,20260421,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/6721664164,ca-app-pub-7891478850122465~6704621236,DO,20260421,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/1859860932,ca-app-pub-7891478850122465~6704621236,ES,20260421,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/6565020438,ca-app-pub-7891478850122465~6704621236,ES,20260421,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/6721664164,ca-app-pub-7891478850122465~6704621236,ES,20260421,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/1859860932,ca-app-pub-7891478850122465~6704621236,FI,20260421,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/6565020438,ca-app-pub-7891478850122465~6704621236,FI,20260421,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/6721664164,ca-app-pub-7891478850122465~6704621236,FI,20260421,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/1859860932,ca-app-pub-7891478850122465~6704621236,FR,20260421,iOS,5,0,0,0,5
ca-app-pub-7891478850122465/6565020438,ca-app-pub-7891478850122465~6704621236,FR,20260421,iOS,5,0,0,0,5
ca-app-pub-7891478850122465/6721664164,ca-app-pub-7891478850122465~6704621236,FR,20260421,iOS,5,0,0,0,5
ca-app-pub-7891478850122465/1859860932,ca-app-pub-7891478850122465~6704621236,GB,20260421,iOS,9,0,0,0,9
ca-app-pub-7891478850122465/6565020438,ca-app-pub-7891478850122465~6704621236,GB,20260421,iOS,9,0,0,0,9
ca-app-pub-7891478850122465/6721664164,ca-app-pub-7891478850122465~6704621236,GB,20260421,iOS,9,0,0,0,9
ca-app-pub-7891478850122465/1859860932,ca-app-pub-7891478850122465~6704621236,GH,20260421,iOS,2,0,0,0,2
ca-app-pub-7891478850122465/6565020438,ca-app-pub-7891478850122465~6704621236,GH,20260421,iOS,2,0,0,0,2
ca-app-pub-7891478850122465/6721664164,ca-app-pub-7891478850122465~6704621236,GH,20260421,iOS,2,0,0,0,2
ca-app-pub-7891478850122465/8171033829,ca-app-pub-7891478850122465~6704621236,GH,20260421,iOS,1,0,720,1,1
ca-app-pub-7891478850122465/1859860932,ca-app-pub-7891478850122465~6704621236,GR,20260421,iOS,3,0,0,0,3
ca-app-pub-7891478850122465/6565020438,ca-app-pub-7891478850122465~6704621236,GR,20260421,iOS,3,0,0,0,3
ca-app-pub-7891478850122465/6721664164,ca-app-pub-7891478850122465~6704621236,GR,20260421,iOS,3,0,0,0,3
ca-app-pub-7891478850122465/1859860932,ca-app-pub-7891478850122465~6704621236,GT,20260421,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/6565020438,ca-app-pub-7891478850122465~6704621236,GT,20260421,iOS,4,0,13223,3,4
ca-app-pub-7891478850122465/6721664164,ca-app-pub-7891478850122465~6704621236,GT,20260421,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/8171033829,ca-app-pub-7891478850122465~6704621236,GT,20260421,iOS,4,1,6936,4,4
ca-app-pub-7891478850122465/1859860932,ca-app-pub-7891478850122465~6704621236,IN,20260421,iOS,4,0,0,0,4
ca-app-pub-7891478850122465/6565020438,ca-app-pub-7891478850122465~6704621236,IN,20260421,iOS,4,0,0,0,4
ca-app-pub-7891478850122465/6721664164,ca-app-pub-7891478850122465~6704621236,IN,20260421,iOS,4,0,0,0,4
ca-app-pub-7891478850122465/1859860932,ca-app-pub-7891478850122465~6704621236,IQ,20260421,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/6565020438,ca-app-pub-7891478850122465~6704621236,IQ,20260421,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/6721664164,ca-app-pub-7891478850122465~6704621236,IQ,20260421,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/1859860932,ca-app-pub-7891478850122465~6704621236,IT,20260421,iOS,3,0,0,0,3
ca-app-pub-7891478850122465/6565020438,ca-app-pub-7891478850122465~6704621236,IT,20260421,iOS,3,0,0,0,3
ca-app-pub-7891478850122465/6721664164,ca-app-pub-7891478850122465~6704621236,IT,20260421,iOS,3,0,0,0,3
ca-app-pub-7891478850122465/1715908034,ca-app-pub-7891478850122465~6704621236,KE,20260421,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/1859860932,ca-app-pub-7891478850122465~6704621236,KZ,20260421,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/6565020438,ca-app-pub-7891478850122465~6704621236,KZ,20260421,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/6721664164,ca-app-pub-7891478850122465~6704621236,KZ,20260421,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/1859860932,ca-app-pub-7891478850122465~6704621236,MX,20260421,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/6565020438,ca-app-pub-7891478850122465~6704621236,MX,20260421,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/6721664164,ca-app-pub-7891478850122465~6704621236,MX,20260421,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/1859860932,ca-app-pub-7891478850122465~6704621236,NA,20260421,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/6565020438,ca-app-pub-7891478850122465~6704621236,NA,20260421,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/1859860932,ca-app-pub-7891478850122465~6704621236,NG,20260421,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/6565020438,ca-app-pub-7891478850122465~6704621236,NG,20260421,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/6721664164,ca-app-pub-7891478850122465~6704621236,NG,20260421,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/8171033829,ca-app-pub-7891478850122465~6704621236,NG,20260421,iOS,2,0,3787,2,2
ca-app-pub-7891478850122465/3192641239,ca-app-pub-7891478850122465~6704621236,NL,20260421,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/6565020438,ca-app-pub-7891478850122465~6704621236,NO,20260421,iOS,78,0,0,0,78
ca-app-pub-7891478850122465/8171033829,ca-app-pub-7891478850122465~6704621236,NO,20260421,iOS,8,0,6533,3,8
ca-app-pub-7891478850122465/1859860932,ca-app-pub-7891478850122465~6704621236,PA,20260421,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/6565020438,ca-app-pub-7891478850122465~6704621236,PA,20260421,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/6721664164,ca-app-pub-7891478850122465~6704621236,PA,20260421,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/1859860932,ca-app-pub-7891478850122465~6704621236,PH,20260421,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/6565020438,ca-app-pub-7891478850122465~6704621236,PH,20260421,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/6721664164,ca-app-pub-7891478850122465~6704621236,PH,20260421,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/1859860932,ca-app-pub-7891478850122465~6704621236,PR,20260421,iOS,3,0,0,0,3
ca-app-pub-7891478850122465/6565020438,ca-app-pub-7891478850122465~6704621236,PR,20260421,iOS,3,0,0,0,3
ca-app-pub-7891478850122465/6721664164,ca-app-pub-7891478850122465~6704621236,PR,20260421,iOS,3,0,0,0,3
ca-app-pub-7891478850122465/8171033829,ca-app-pub-7891478850122465~6704621236,PR,20260421,iOS,1,0,255,1,1
ca-app-pub-7891478850122465/1859860932,ca-app-pub-7891478850122465~6704621236,RW,20260421,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/6565020438,ca-app-pub-7891478850122465~6704621236,RW,20260421,iOS,2,0,4336,1,2
ca-app-pub-7891478850122465/6721664164,ca-app-pub-7891478850122465~6704621236,RW,20260421,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/8171033829,ca-app-pub-7891478850122465~6704621236,RW,20260421,iOS,2,0,1351,2,2
ca-app-pub-7891478850122465/1859860932,ca-app-pub-7891478850122465~6704621236,SA,20260421,iOS,5,0,0,0,5
ca-app-pub-7891478850122465/6565020438,ca-app-pub-7891478850122465~6704621236,SA,20260421,iOS,10,0,62692,5,10
ca-app-pub-7891478850122465/6721664164,ca-app-pub-7891478850122465~6704621236,SA,20260421,iOS,5,0,0,0,5
ca-app-pub-7891478850122465/8171033829,ca-app-pub-7891478850122465~6704621236,SA,20260421,iOS,14,1,18370,9,14
ca-app-pub-7891478850122465/1859860932,ca-app-pub-7891478850122465~6704621236,SE,20260421,iOS,4,0,0,0,4
ca-app-pub-7891478850122465/6565020438,ca-app-pub-7891478850122465~6704621236,SE,20260421,iOS,4,0,0,0,4
ca-app-pub-7891478850122465/6721664164,ca-app-pub-7891478850122465~6704621236,SE,20260421,iOS,4,0,0,0,4
ca-app-pub-7891478850122465/1859860932,ca-app-pub-7891478850122465~6704621236,SL,20260421,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/6565020438,ca-app-pub-7891478850122465~6704621236,SL,20260421,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/6721664164,ca-app-pub-7891478850122465~6704621236,SL,20260421,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/1859860932,ca-app-pub-7891478850122465~6704621236,TR,20260421,iOS,4,0,0,0,4
ca-app-pub-7891478850122465/6565020438,ca-app-pub-7891478850122465~6704621236,TR,20260421,iOS,4,0,0,0,4
ca-app-pub-7891478850122465/6721664164,ca-app-pub-7891478850122465~6704621236,TR,20260421,iOS,4,0,0,0,4
ca-app-pub-7891478850122465/8171033829,ca-app-pub-7891478850122465~6704621236,TR,20260421,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/1859860932,ca-app-pub-7891478850122465~6704621236,US,20260421,iOS,60,0,0,0,60
ca-app-pub-7891478850122465/6565020438,ca-app-pub-7891478850122465~6704621236,US,20260421,iOS,63,0,97960,2,63
ca-app-pub-7891478850122465/6721664164,ca-app-pub-7891478850122465~6704621236,US,20260421,iOS,59,0,0,0,59
ca-app-pub-7891478850122465/8171033829,ca-app-pub-7891478850122465~6704621236,US,20260421,iOS,15,1,241060,10,15
ca-app-pub-7891478850122465/1859860932,ca-app-pub-7891478850122465~6704621236,ZA,20260421,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/6565020438,ca-app-pub-7891478850122465~6704621236,ZA,20260421,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/6721664164,ca-app-pub-7891478850122465~6704621236,ZA,20260421,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/8171033829,ca-app-pub-7891478850122465~6704621236,ZA,20260421,iOS,2,0,2935,2,2
ca-app-pub-7891478850122465/1859860932,ca-app-pub-7891478850122465~6704621236,AU,20260422,iOS,2,0,0,0,2
ca-app-pub-7891478850122465/6565020438,ca-app-pub-7891478850122465~6704621236,AU,20260422,iOS,2,0,0,0,2
ca-app-pub-7891478850122465/6721664164,ca-app-pub-7891478850122465~6704621236,AU,20260422,iOS,2,0,0,0,2
ca-app-pub-7891478850122465/1859860932,ca-app-pub-7891478850122465~6704621236,BR,20260422,iOS,4,0,0,0,4
ca-app-pub-7891478850122465/6565020438,ca-app-pub-7891478850122465~6704621236,BR,20260422,iOS,5,0,13680,1,5
ca-app-pub-7891478850122465/6721664164,ca-app-pub-7891478850122465~6704621236,BR,20260422,iOS,4,0,0,0,4
ca-app-pub-7891478850122465/8171033829,ca-app-pub-7891478850122465~6704621236,BR,20260422,iOS,4,1,1616,3,4
ca-app-pub-7891478850122465/1859860932,ca-app-pub-7891478850122465~6704621236,CA,20260422,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/6565020438,ca-app-pub-7891478850122465~6704621236,CA,20260422,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/6721664164,ca-app-pub-7891478850122465~6704621236,CA,20260422,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/1859860932,ca-app-pub-7891478850122465~6704621236,CM,20260422,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/6565020438,ca-app-pub-7891478850122465~6704621236,CM,20260422,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/6721664164,ca-app-pub-7891478850122465~6704621236,CM,20260422,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/1859860932,ca-app-pub-7891478850122465~6704621236,CN,20260422,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/6565020438,ca-app-pub-7891478850122465~6704621236,CN,20260422,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/6721664164,ca-app-pub-7891478850122465~6704621236,CN,20260422,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/1859860932,ca-app-pub-7891478850122465~6704621236,CO,20260422,iOS,3,0,10103,1,3
ca-app-pub-7891478850122465/6565020438,ca-app-pub-7891478850122465~6704621236,CO,20260422,iOS,4,0,17504,2,4
ca-app-pub-7891478850122465/6721664164,ca-app-pub-7891478850122465~6704621236,CO,20260422,iOS,2,0,0,0,2
ca-app-pub-7891478850122465/8171033829,ca-app-pub-7891478850122465~6704621236,CO,20260422,iOS,4,0,4235,4,4
ca-app-pub-7891478850122465/1859860932,ca-app-pub-7891478850122465~6704621236,CZ,20260422,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/6565020438,ca-app-pub-7891478850122465~6704621236,CZ,20260422,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/6721664164,ca-app-pub-7891478850122465~6704621236,CZ,20260422,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/1859860932,ca-app-pub-7891478850122465~6704621236,DE,20260422,iOS,3,0,0,0,3
ca-app-pub-7891478850122465/6565020438,ca-app-pub-7891478850122465~6704621236,DE,20260422,iOS,3,0,0,0,3
ca-app-pub-7891478850122465/6721664164,ca-app-pub-7891478850122465~6704621236,DE,20260422,iOS,3,0,0,0,3
ca-app-pub-7891478850122465/1859860932,ca-app-pub-7891478850122465~6704621236,ES,20260422,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/6565020438,ca-app-pub-7891478850122465~6704621236,ES,20260422,iOS,1,0,0,0,1
ca-app-pub-7891478850122465/6721664164,ca-app-pub-7891478850122465~6704621236,ES,20260422,iOS,1,0,0,0,1
